line,id_point,distance_origin,name_station,elevation,noise,housing_price,census_share_0_18,census_share_18_39,census_share_40_64,census_share_65_100,census_built_a1990,census_built_b1945,census_density,census_income,census_share_poor,census_share_social,city_fiber,city_heritage,city_toilets,city_trees,city_velib,poi_bakery,poi_bank,poi_bar,poi_cafe,poi_clothes,poi_fastfood,poi_hairdresser,poi_hotel,poi_jeweller,poi_kindergarten,poi_nightclub,poi_pharmacy,poi_playground,poi_police,poi_pub,poi_restaurant,poi_school,poi_supermarket,poi_crossing,poi_parking,poi_lamp,historical_rentiers_1829,historical_rentiers_1840,historical_rentiers_1854,historical_rentiers_1885,historical_clothing_1829,historical_clothing_1840,historical_clothing_1854,historical_clothing_1885,historical_food_1829,historical_food_1840,historical_food_1854,historical_food_1885,historical_furniture_1829,historical_furniture_1840,historical_furniture_1854,historical_furniture_1885,historical_luxury_1829,historical_luxury_1840,historical_luxury_1854,historical_luxury_1885
M13,0,0,Châtillon-Montrouge,81.54223962650001,62.894737,,.189602,.33561,.305941,.162485,.335464,.129211,192341,25361.2,.135005,.53143,287.399,5.4640999,,15.9236,74130.89999999999,55438.6,29285.8,4540.99,0,0,40522.8,86922.7,0,0,5231.55,0,7335.3,1275.47,0,0,76233,0,14887.7,1257760,237410,565086,,,,,,,,,,,,,,,,,,,,
M13,1,100,,78.61647738489999,61.890244,,.198697,.299639,.324871,.170046,.256166,.170582,198456,25800.1,.12354,.473179,340.655,10.8456,,0,68135.60000000001,67778,31231.9,8135.14,0,0,47777.3,126376,0,0,5053.62,0,10684.8,315.312,0,0,87812.2,0,24300.7,1445790,305389,466077,,,,,,,,,,,,,,,,,,,,
M13,2,200,,77.1533287462,62.587719,,.197995,.300059,.326791,.169892,.241078,.178258,205382,25972.6,.123253,.459301,415.856,17.244499,,0,51947.6,64482.8,31772.2,12308.3,0,0,52240.3,140371,0,0,4591.16,0,8666.93,21.2673,0,0,76985.60000000001,0,25383.8,1430100,335749,337786,,,,,,,,,,,,,,,,,,,,
M13,3,300,,76.744256122,62.36842,,.195398,.30363,.329501,.173328,.217734,.228589,212502,26444.2,.121163,.427512,550.847,21.4762,,0,40439.9,51666.3,30591.1,17088.3,1724.69,0,54346.4,115732,0,0,3983.44,0,5505.17,0,0,822.361,71435,23.3746,19364.8,1282980,317688,216973,,,,,,,,,,,,,,,,,,,,
M13,4,400,,75.11814095290001,61.902172,,.198163,.298859,.337539,.167407,.2078,.283599,223783,26875.4,.122555,.438452,715.716,21.3074,,0,39241.3,41274.2,27813.9,21643.1,12248.1,0,54108.9,65894.7,0,0,3314.12,0,13623.7,0,0,9907.139999999999,83209.7,3201.1,11804.2,1143560,267716,119158,,,,,,,,,,,,,,,,,,,,
M13,5,500,,73.3335072399,58.483147,,.19657,.296151,.341145,.170615,.191647,.272959,228950,27724.7,.122259,.4479,858.239,16.5721,,0,44106.8,36725.6,23568,25195.2,24530.4,0,51880.7,19242.3,0,0,2590.6,0,25792.4,0,0,21419.8,94467.89999999999,14467.9,3368,1112180,239427,51040,,,,,,,,,,,,,,,,,,,,
M13,6,600,Malakoff - Rue Étienne Dolet,72.61744127750001,59.279278,,.199645,.295176,.342084,.167895,.16941,.320662,233835,28243,.124654,.42527,952.354,9.0725203,,0,42830.1,37732.8,18925.5,27202.5,31980.4,0,50031.8,1316.12,0,0,2019.63,0,30901.7,0,0,28951.9,103298,23763.9,.148861,1267810,248112,14361.9,,,,,,,,,,,,,,,,,,,,
M13,7,700,,72.0980373586,59.94186,,.196482,.305586,.339866,.160377,.153678,.385579,235447,28717.2,.122699,.3752,984.825,3.6203599,,0,33108.7,33938.3,15384.4,27675.2,30341.2,0,48649,0,0,0,2492.07,0,27174.7,0,0,28032.1,105737,28795.9,0,1446650,267768,1461.02,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M13,8,800,,71.2374414107,58.92857,,.197057,.295847,.338187,.166112,.106661,.419832,247070,29310.6,.115147,.309152,941.152,6.2814598,,0,19781.5,30035.9,14714.5,27288.4,20734.2,0,48342.9,0,0,0,3491.79,0,16603.4,0,0,18960.5,93365.3,48005.5,529.465,1600260,297321,6.27069,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M13,9,900,,70.4486721957,60.666668,,.196539,.295893,.335119,.165876,.129927,.454842,260656,29499,.107073,.269716,843.0119999999999,16.8463,,0,13478.3,21044.4,18009.7,26357.6,8976.18,0,49405.3,1001.57,231.598,0,4492.86,0,5102.28,0,0,6981.06,80273.8,68744.60000000001,8428.25,1691820,302140,100.752,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M13,10,1000,,69.3617553711,59.523811,9058.60908203,.195924,.297593,.331497,.170248,.124398,.440514,274379,29211,.10796,.256058,717.673,24.449499,,0,12363,17278.2,24617.3,25290.9,2857.04,0,51427.8,11137.3,8636.57,0,5139.92,0,8438.27,0,0,3724.21,99169,79663,22024.4,1649090,276630,6396.77,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
