line,id_point,distance_origin,name_station,elevation,noise,housing_price,census_share_0_18,census_share_18_39,census_share_40_64,census_share_65_100,census_built_a1990,census_built_b1945,census_density,census_income,census_share_poor,census_share_social,city_fiber,city_heritage,city_toilets,city_trees,city_velib,poi_bakery,poi_bank,poi_bar,poi_cafe,poi_clothes,poi_fastfood,poi_hairdresser,poi_hotel,poi_jeweller,poi_kindergarten,poi_nightclub,poi_pharmacy,poi_playground,poi_police,poi_pub,poi_restaurant,poi_school,poi_supermarket,poi_crossing,poi_parking,poi_lamp,historical_rentiers_1829,historical_rentiers_1840,historical_rentiers_1854,historical_rentiers_1885,historical_clothing_1829,historical_clothing_1840,historical_clothing_1854,historical_clothing_1885,historical_food_1829,historical_food_1840,historical_food_1854,historical_food_1885,historical_furniture_1829,historical_furniture_1840,historical_furniture_1854,historical_furniture_1885,historical_luxury_1829,historical_luxury_1840,historical_luxury_1854,historical_luxury_1885
M5,0,0,Place d'Italie,60.8931742084,62.64706,9649.05139803,.151276,.33102,.305476,.213362,.151394,.477253,310399,32028.5,.114484,.227609,573.2670000000001,19.916729,76952.2,30664600,124018,102341,154527,57426.6,405706,159123,311142,215274,315057,0,15297.6,0,179936,0,0,53.2249,993976,19630.7,55587.8,3212190,1384510,45281.7,12746.8,35331,50917.4,34925,131545,114999,99963,184070,143871,153221,128166,761560,8489.9,34569.5,59578.9,78213.10000000001,0,58592,51038.4,51386.3
M5,1,100,,59.7951554982,58.51852,10051.2663574,.151817,.319367,.301876,.226616,.111385,.432901,305499,31841.6,.11422,.243527,541.168,20.509769,71351.5,31093500,104994,95522.3,154335,49985.3,373938,151929,306851,206266,352658,0,16280.1,0,180214,0,0,0,898633,4861.24,44301.7,3359730,1588710,45906.4,1825.14,2915.15,5152.98,2378.72,61626.2,39933.6,32084.3,107602,98769.10000000001,79069.2,56899,423957,667.546,13341,5227.94,42088.6,0,45824.2,19987.2,47965.1
M5,2,200,,58.157056987,56.136364,10269.2312012,.153106,.323164,.297847,.221199,.124533,.469954,313234,31719.9,.113495,.24776,550.465,24.783699,71694.10000000001,30343800,93769.2,102183,157214,48474.3,327229,146372,299932,192134,340343,0,17544.4,0,173488,0,0,0,828907,233.42,30342.4,3295310,1656110,45949.7,168.512,5215.49,18321.5,9953.98,99674.5,63721.5,56914.4,168378,176239,135618,111094,568682,3.06999,30387.2,2954.59,65884.5,71.777,64838.4,38169.9,57184
M5,3,300,,56.8577217876,53.5,10332.9399671,.153459,.323896,.295117,.219651,.130875,.475233,323909,30996.1,.11368,.256177,545.16,25.9424,78452.60000000001,28238600,76643.2,95590.60000000001,149400,44339.2,231574,130438,282496,181903,286567,0,19921.6,0,158967,0,0,0,709518,43.1817,15291,2935190,1603890,45839.4,.0793104,2482.34,50580.9,19660.8,73122.39999999999,49337.4,39805.5,225557,141435,109670,104114,864528,0,36069.7,2811.18,77370.10000000001,8.32845,47219.7,25702.8,49548.8
M5,4,400,,55.9888056741,54.576271,10588.1015051,.159795,.319606,.296052,.214008,.166317,.503712,331151,29869.8,.115998,.330924,534.056,25.7029,90101.8,25773100,62696,88922.2,135310,41463,155436,110228,258153,178053,223128,0,22720.8,0,138560,0,0,0,644212,10165.9,3969.3,2518340,1483830,57756.1,0,159.234,83477.60000000001,29247.6,28973.6,20559.9,11220.6,320231,70749.8,64209.6,96540.89999999999,1267020,139.087,34093.4,1160.81,82186.3,0,20542.9,7467.23,39686.4
M5,5,500,,54.9427197295,52.933334,10759.1679688,.159193,.321485,.299533,.211943,.172071,.515473,337963,29557.4,.115072,.323566,500.49,26.5959,94115.39999999999,23756300,63917.7,82306.5,116362,38678.9,111396,87487,228735,171480,166203,0,25084.7,0,121227,0,0,0,606679,42513.1,964.418,2202000,1360690,91437.10000000001,0,114.154,102506,37692.3,4994.35,9339.91,65.44799999999999,405114,38338.7,39272.4,111947,1563430,218.626,30736,203.24,75931.10000000001,0,2612.24,203.516,31997.7
M5,6,600,Campo Formio,53.9298552086,52.066666,10267.2424045,.160955,.317758,.302946,.214616,.1642,.510339,348952,29759,.118721,.325429,451.415,29.057199,87325,21907900,81345.10000000001,86754,94844.5,35820.4,105977,65277.8,198945,158965,108458,1479.41,26672.2,0,104979,0,0,0,571318,79106.8,11038.5,2010840,1264290,142404,100.764,2095.16,99988.8,39919.5,732.371,12157.5,542.442,438644,35393.5,37554.4,127866,1644580,213.876,24272.4,401.275,59535.8,386.854,179.211,37.9481,30061.3
M5,7,700,,52.6367540047,54.268291,9675.80693359,.160036,.320125,.305326,.21325,.172856,.526467,358275,30511.6,.118609,.304511,414.818,31.034899,75594.5,20088700,100230,102454,73865,32568.6,107823,45562.9,172553,139690,72612.39999999999,11821.7,27204.9,0,87025.7,0,0,0,554185,104056,26481.1,1949450,1215900,201852,1843.3,7694.03,79430.39999999999,33685.6,35.3805,24167.5,5941.34,415067,37299.9,48656.2,129808,1514370,5154.27,18173.5,148.847,49974.2,2865.2,1985.15,2882.08,29953.8
M5,8,800,,49.7574145943,52.435898,9702.944130350001,.161571,.313491,.307504,.21622,.16931,.518365,369425,30918.3,.118523,.327358,392.634,31.560099,73680.60000000001,18271300,106501,114364,55438.7,28815.3,100711,30162.6,151102,110305,56010.2,24952.5,26531.7,0,74116.7,0,43.7164,0,521415,108224,39672.5,1854040,1130880,261454,4022.68,10627.6,47890.4,21309.3,7111.85,51186.8,14114.3,340604,51255.5,85962.60000000001,114607,1206020,12115.7,22798.3,0,45234.4,13611.3,9300.82,7336.47,24001.3
M5,9,900,Saint-Marcel,46.3747084948,51.25,10125.3139936,.161598,.312723,.307837,.216701,.169838,.512408,379630,31176.5,.118407,.330845,362.84,29.726351,83261.3,16205100,97862.39999999999,115742,42399.6,24610.5,90234.8,22213.6,134774,72963.10000000001,46259,34770.1,24731.8,0,66119.60000000001,0,5711.33,0,493779,88919.2,45411.2,1729430,954879,316667,4944.32,8209.959999999999,20771.1,10319.3,23405.2,74144.39999999999,20931.3,236812,66560.60000000001,128087,79370.89999999999,825179,16074.2,40862.2,0,43238.5,27279.6,15906.9,9518.610000000001,13384.6
