line,id_point,distance_origin,name_station,elevation,noise,housing_price,census_share_0_18,census_share_18_39,census_share_40_64,census_share_65_100,census_built_a1990,census_built_b1945,census_density,census_income,census_share_poor,census_share_social,city_fiber,city_heritage,city_toilets,city_trees,city_velib,poi_bakery,poi_bank,poi_bar,poi_cafe,poi_clothes,poi_fastfood,poi_hairdresser,poi_hotel,poi_jeweller,poi_kindergarten,poi_nightclub,poi_pharmacy,poi_playground,poi_police,poi_pub,poi_restaurant,poi_school,poi_supermarket,poi_crossing,poi_parking,poi_lamp,historical_rentiers_1829,historical_rentiers_1840,historical_rentiers_1854,historical_rentiers_1885,historical_clothing_1829,historical_clothing_1840,historical_clothing_1854,historical_clothing_1885,historical_food_1829,historical_food_1840,historical_food_1854,historical_food_1885,historical_furniture_1829,historical_furniture_1840,historical_furniture_1854,historical_furniture_1885,historical_luxury_1829,historical_luxury_1840,historical_luxury_1854,historical_luxury_1885
M9,0,0,Pont de Sèvres,35.0355627759,62.058823,,.233033,.323544,.311814,.127628,.581985,.136614,131453,34471.3,.0814265,.266256,71.78879999999999,0,,0,58807.3,30790.3,66471,11193.1,37140.9,9364.27,68750.60000000001,3907.29,0,0,19774.9,0,28211.4,0,0,0,69979.10000000001,6547.78,37318.1,1104080,195136,14641.1,,,,,,,,,,,,,,,,,,,,
M9,1,100,,34.1632763227,59.545456,,.239974,.333863,.307576,.117505,.573559,.148167,137589,33874.3,.0782323,.310414,121.741,6.0289801e-07,,0,72279.60000000001,41175.5,80492.60000000001,17539.6,43179.2,11763.5,99765.3,13296,0,0,25322.8,0,55242,0,0,1693.42,141620,21649.8,62920.7,1307490,254625,10703,,,,,,,,,,,,,,,,,,,,
M9,2,200,,34.7674789005,59.603176,,.236508,.334282,.306726,.122081,.560599,.200269,145371,34011.3,.0821908,.282625,196.986,.0397893,,0,72027.10000000001,51691.8,90394.5,25355.4,34840.6,16528.2,138289,15161.3,0,0,30399.7,0,64820.2,0,0,10392.1,208737,43009.2,90073.8,1493650,304082,6914.32,,,,,,,,,,,,,,,,,,,,
M9,3,300,,35.0511742889,61.237114,,.227476,.330634,.311444,.132023,.512449,.221573,147986,34107.7,.0822608,.261814,302.503,.53552097,,0,58825.7,47876.4,95805.2,32639.5,19453.3,27148.4,182990,19765.9,5.42903,0,33898.1,0,59334.2,0,0,16833.2,217160,60669.8,101524,1523850,334903,3191.02,,,,,,,,,,,,,,,,,,,,
M9,4,400,,34.6651547116,60.722221,,.218672,.330546,.314851,.140672,.453596,.248438,150480,34336.2,.0838776,.217308,436.933,2.1523499,,0,53058.5,29138.9,100793,37889.3,21497,64847.9,231873,54404.4,2049.71,0,36499.4,0,58263.1,0,0,14891.1,232193,58913.3,87337.8,1448030,331223,580.652,,,,,,,,,,,,,,,,,,,,
M9,5,500,,34.2473169927,61.330276,,.215603,.334833,.315216,.139623,.438926,.283449,153202,34663.9,.0842425,.204521,585.145,5.1412201,,0,54926.8,16587.2,110248,40099.1,38461.8,159173,286269,108329,8562.4,0,38641.9,0,72599.7,0,0,6378.81,342347,40734.2,68465.3,1462510,290149,0,,,,,,,,,,,,,,,,,,,,
M9,6,600,Billancourt,34.2996058388,60.656933,,.209731,.336222,.312897,.144366,.396373,.31821,157135,34811.5,.0872612,.190973,719.092,9.2366362,,0,60678.8,37418,122192,38886.3,46936.2,288535,344329,190095,10801.8,0,39473,0,89411.2,1154.28,0,160.352,616235,27061.9,46662.1,1763710,216031,0,,,,,,,,,,,,,,,,,,,,
M9,7,700,,34.5387979682,60.104168,,.208717,.331469,.31085,.147008,.433199,.300939,160658,35122.8,.0853027,.193957,831.895,14.517728,,0,76278.89999999999,62337.7,133004,34588,41147.2,419575,392409,251923,11287,2478.54,40220.8,0,81681.5,13610.8,0,0,886641,13233.6,30519.8,2156850,144423,0,,,,,,,,,,,,,,,,,,,,
M9,8,800,,34.6303144256,59.503548,,.197089,.343819,.303326,.153562,.289503,.381193,163687,34954.1,.0927568,.155429,936.18,18.73278,,0,87826.2,94694.60000000001,140766,28033.5,38982.1,525501,420333,281218,31715.7,51889.6,41128.7,0,82194.89999999999,28394.2,0,0,996172,18090.6,25723.5,2449600,99379.39999999999,0,,,,,,,,,,,,,,,,,,,,
M9,9,900,,34.5917103616,60.851063,,.197001,.353995,.292783,.150498,.272207,.40809,168896,35036.3,.095229,.122989,1040.54,20.113581,,0,93908.7,156929,145642,20634.1,49255.5,587950,425408,311038,79507.89999999999,127235,42167.1,0,110654,34050.9,0,0,940537,30866.6,32902.9,2475140,120395,0,,,,,,,,,,,,,,,,,,,,
