line,id_point,distance_origin,name_station,elevation,noise,housing_price,census_share_0_18,census_share_18_39,census_share_40_64,census_share_65_100,census_built_a1990,census_built_b1945,census_density,census_income,census_share_poor,census_share_social,city_fiber,city_heritage,city_toilets,city_trees,city_velib,poi_bakery,poi_bank,poi_bar,poi_cafe,poi_clothes,poi_fastfood,poi_hairdresser,poi_hotel,poi_jeweller,poi_kindergarten,poi_nightclub,poi_pharmacy,poi_playground,poi_police,poi_pub,poi_restaurant,poi_school,poi_supermarket,poi_crossing,poi_parking,poi_lamp,historical_rentiers_1829,historical_rentiers_1840,historical_rentiers_1854,historical_rentiers_1885,historical_clothing_1829,historical_clothing_1840,historical_clothing_1854,historical_clothing_1885,historical_food_1829,historical_food_1840,historical_food_1854,historical_food_1885,historical_furniture_1829,historical_furniture_1840,historical_furniture_1854,historical_furniture_1885,historical_luxury_1829,historical_luxury_1840,historical_luxury_1854,historical_luxury_1885
M7,0,0,Mairie d'Ivry,40.1835570761,55.372341,,.239841,.316817,.313507,.124137,.41189,.221585,127970,21028.3,.207786,.335593,236.962,82.379051,,0,42544.8,136916,73227.5,66209.3,20757.7,14666.9,64368.8,127196,0,0,0,0,73262.89999999999,39327,0,0,327138,1874.2,78718.89999999999,1333910,162152,9277.33,,,,,,,,,,,,,,,,,,,,
M7,1,100,,43.6087707562,54.809525,,.23984,.316817,.313814,.124127,.41189,.221585,138198,21072.6,.207786,.335676,299.115,71.451317,,0,28288,115164,64701.7,66913.60000000001,2438.59,14683.1,64956.5,80662.39999999999,0,0,0,0,68288.7,15206.7,0,0,250853,217.538,43276.1,1183090,120422,4683.37,,,,,,,,,,,,,,,,,,,,
M7,2,200,,46.3749221295,55.617283,,.242717,.315075,.315613,.121369,.393677,.224533,145280,21170.8,.208469,.379721,365.536,59.975719,,0,12880.5,76118.2,54453.3,68791.60000000001,0,14220.9,66954.89999999999,39868.3,0,0,0,0,55275.9,24468.7,0,0,150573,6423.61,13623.3,1019370,122297,1428.09,,,,,,,,,,,,,,,,,,,,
M7,3,300,,46.9820740811,56.034481,,.250285,.308955,.314974,.116739,.392752,.220788,155025,21322.9,.208016,.42239,415.867,52.82135,,0,5174.72,38629.7,44205.3,70061.10000000001,1718.02,13469.1,69197.39999999999,13892,0,0,0,0,41431.6,32945.2,0,0,79410,20370.1,295.667,875402,161197,185.732,,,,,,,,,,,,,,,,,,,,
M7,4,400,,49.0644944276,54.6875,,.255214,.294884,.31591,.124217,.370612,.242984,162653,21293.7,.196598,.488377,447.755,49.964142,,0,7891.09,19016.3,32491.9,68881.8,11604.2,11774.5,69116.2,1204.94,480.472,0,0,0,33320,34768.6,0,0,61565.3,34184.6,2241.95,821314,218181,2131.62,,,,,,,,,,,,,,,,,,,,
M7,5,500,,51.1805707377,56.224491,,.251181,.295592,.318504,.125998,.366735,.261243,167299,21418.3,.191471,.500743,453.938,50.986301,,0,21927.4,14405.5,21209.9,64834.1,20346.4,9358.690000000001,65983.2,9056.139999999999,7558.49,0,23.0067,0,39852.6,28528.4,0,0,58697.2,57848.9,9093.08,789240,245832,5439.09,,,,,,,,,,,,,,,,,,,,
M7,6,600,,52.967671808,55.505619,,.242988,.303355,.318567,.126776,.354887,.312816,170055,21550,.186779,.494539,462.863,56.46035,,0,37338.5,11395.9,14114,59583.7,30527.8,7328.97,63088.7,23492.3,21013.4,0,345.64,0,58842.4,15838.8,0,0,81184,98438.3,11134.9,793681,220906,10329.1,,,,,,,,,,,,,,,,,,,,
M7,7,700,Pierre et Marie Curie,55.7046901456,53.895348,,.250337,.298258,.319991,.123996,.387348,.302161,168212,21530,.185398,.551318,479.665,60.94928,,2056.77,48382.6,10502.9,11053,53672.8,43500.9,5804.11,61186,34379.6,33665.9,0,991.866,0,83096.39999999999,3259.76,0,0,121030,129439,16598.3,811593,158307,15155.1,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M7,8,800,,57.0324231399,53.81356,,.240225,.298483,.323901,.130214,.389729,.302576,171015,21988.3,.173713,.575426,481.904,63.398922,,198966,60051.1,18970.8,11122.3,47848.7,51125.2,4570.57,61503.5,36589,56054.9,0,1672.74,0,101953,150.985,0,0,191798,142381,26939.1,868166,120468,19080.4,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M7,9,900,,58.9941495889,55.483871,,.237599,.296844,.323976,.130775,.373857,.322978,174670,21986,.179579,.569092,456.803,58.454418,,1184590,65748.89999999999,33850.7,11663.4,42554,50360.4,3185.81,63005.3,30115.2,79476.10000000001,0,2174.04,0,106972,0,0,0,282842,143044,39442.2,994264,128889,22436,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M7,10,1000,,60.6579279693,56.855671,8450.09355469,.236142,.296201,.324068,.131229,.366257,.331632,175911,22048.1,.18188,.565951,399.476,45.430832,,4000440,71128.10000000001,44540.7,11697,37275.2,45305,1809.83,64798.3,17373.3,91994,0,2591.63,0,98529.3,0,0,0,346818,141698,46231.1,1231220,173268,26156.1,,,0,0,0,0,0,0,,0,0,0,0,0,,0,,,,
M7,11,1100,,61.5952667889,58.25,8387.985253909999,.233172,.296764,.32403,.133405,.355885,.332881,183501,22237.4,.180649,.560449,322.169,30.04122,15736.9,8726680,76417,45932.9,11051.6,32376,40981.6,592.147,66816,4760.36,80853.8,0,3654.29,0,80062.5,0,0,0,361140,124022,43629.3,1533510,281571,30598.3,,,0,0,0,0,0,95.5911,,0,0,279.034,0,0,,0,,,,
M7,12,1200,,60.7155628951,59.767441,8371.00675884,.225246,.298265,.323989,.139246,.328209,.336215,189707,22568.8,.177364,.545735,251.916,19.372181,25270.8,13943200,79979.89999999999,37873.3,9989.57,27406.2,40383.3,900.026,71173.2,.2234,45922.3,0,5320.45,0,56083.7,0,0,0,327268,94418.89999999999,30452.3,1873130,418874,35167.7,,,0,0,368.828,212.207,0,12957.7,,95.5307,2020.92,36604.1,0,0,,0,,,,
M7,13,1300,,60.9634265018,60.5,8979.669562090001,.212593,.299907,.323566,.151262,.290003,.325407,194361,23037.2,.169534,.515427,201.361,13.2103,34812.1,18285700,70617.5,37029,10033.5,22479.5,42626.2,4221.64,83841.3,0,15190.4,0,7450.36,0,42488.7,0,0,0,257930,100333,12043.5,2133600,514384,45090.1,,,0,0,13549.2,11703.7,0,51601.3,,12659.3,14432.6,312070,191.54,0,,6540.9,,,,
M7,14,1400,,61.5796819648,60.238094,9323.443244489999,.201228,.300413,.3256,.161682,.244121,.344532,196404,23252.7,.17431,.487248,177.075,9.8844995,50504.5,21190500,62240.8,50021,12619.6,18703.4,48144.7,9818.959999999999,111989,51.0675,14276.9,0,9963.280000000001,0,41908.2,0,0,0,176851,120016,419.542,2255820,543412,70241.7,,,0,0,36718.9,33624,35.4119,121469,,44520.2,28946.3,1009430,10032.3,0,,32202.7,,,,
M7,15,1500,,60.9560699357,57.875,9427.80602385,.190593,.300271,.329464,.170298,.219661,.36464,202205,23560.6,.168989,.471447,184.971,7.5752401,63939,22935500,68518.89999999999,71747.39999999999,18256.3,16200.7,41079.5,17244,150839,7406.54,17201.1,32.8165,12374.7,0,52037.9,0,0,0,156898,147894,8883.809999999999,2142280,521921,111264,,,0,0,49726.9,46055.6,6365.25,222762,,67044.89999999999,34740.1,1916880,27518,0,,75611.7,,,,
M7,16,1600,Porte d'Ivry,60.1773495037,59.166668,9668.091539880001,.184473,.307544,.327389,.174516,.220471,.352073,200179,24251.8,.160459,.445584,185.964,6.2825398,74291.5,24710400,90997.3,83520.8,22669.1,14975.9,36257.3,23285.7,180108,35561.3,7491.06,6550.5,13886.2,0,75451.5,0,382.838,200.265,169011,175895,64573.7,1744240,532721,168784,,,0,0,32823.6,29257.8,16900.1,253081,,45566.9,24433,2220600,36240,0,,107463,,,,
M7,17,1700,,59.3759480909,60,8990.41645251,.182671,.303156,.326717,.181071,.207771,.317113,204505,24162.3,.157701,.444782,153.923,7.2400098,75811,28195900,101110,84346.60000000001,20954,14320.8,43820.4,23928.9,178434,84793.5,24.809,31669.2,13835.8,0,96313.2,0,1273.46,11734.3,202894,188686,131270,1487100,698612,250455,,,0,4999.58,4761.23,2477.06,15650.6,141370,,5953.6,5417.44,1383690,26988.3,338.156,,75280.39999999999,,,,
M7,18,1800,,58.5934609952,56.875,7995.89417146,.194883,.28573,.324848,.183768,.232335,.254861,207873,23580.9,.16311,.471438,148.986,11.93906,78096.5,30072000,91488.60000000001,88482.60000000001,22217.8,14925.4,52436.9,27697,176264,152961,0,63413.1,13224.5,0,97082.7,15.2493,388.81,31540,392850,172941,163992,1488150,943828,361295,,,0,80993,13173.2,12223.8,16472,62318.8,,13150.2,195.504,572093,22151.8,9222.5,,26247.2,,,,
M7,19,1900,,57.7350605594,57.115383,7913.89622587,.196977,.288473,.325577,.180887,.255212,.252423,212836,23643,.160053,.475725,172.393,18.397711,79707.2,28973700,68880,89458.5,26959.2,18494.4,57456.2,36574.8,176831,210111,0,79066.89999999999,12579.8,0,81877.10000000001,4974.73,0,44765.1,622644,133110,137391,1553580,1096960,495667,,,0,178260,25830.2,26398,18716.1,39922.5,,27660.8,0,215259,25975.3,19788.9,,7543.5,,,,
